,tweet_clean,klasifikasi
3123,xlhome can't open,Netral
3124,xlhome block,Netral
3125,aespa xlhome,Netral
3126,xlhome diblock,Netral
3127,"hi fitri, sorry for the inconvenience, the service hook for xl home fiber via dm, thanks dian",Negatif
3128,"hi danny, thank you for our information, the details of the xl home fiber access service",Netral
3129,Please check,Netral
3130,hi richie ada bantu xlhome fiber thanks adi,Positif
3131,hi under cake,Netral
3132,telkomsel xlhome indihome backup,Netral
3133,"hello xlhome, why not complain, it's not true, it's correct, I didn't change the email, I got it installed, May Nov, just install it fast, come here b",Positif
3134,hi anandars ada bantu xlhome fiber thanks adi,Positif
3135,xl home marmosi really at this hour,Positif
3136,hi eka can you help me with xlhome fiber thanks bro,Positif
3137,hi alf ada bantu xlhome fiber thanks adi,Positif
3138,w my life is bad xlhome connection,Negatif
3139,change,Netral
3140,hi colbear ada bantu xlhome fiber thanks adi,Positif
3141,tired cianjur using xlhome,Negatif
3142,"the wifi is already unblocking, I'm using xlhome block",Netral
3143,Why is xlhome here?,Netral
3144,use xlhome rarely bother,Positif
3145,hi satriafajaraja kait layan xlhome fiber via dm yes thanks dian,Positif
3146,"hi fathanur, sorry for the inconvenience, the connection to the xl home fiber service via dm, thanks dian",Negatif
3147,"xl home this photo doesn't show up, oh my god",Netral
3148,"Min, I didn't register for xl home, I got an sms like this month",Netral
3149,"it's smooth, it's safe to update windows xlhome indihome",Positif
3150,"xlhome rides on a telkom pole, if not, you have to be careful",Negatif
3151,"Well, yes, I'm xlhome, so I'm really suspicious that Indihomo isn't healthy to play until ISP doesn't enter my block",Positif
3152,"Thank you for subscribing to the xlhome fiber service, playing the xlhome fiber service, connecting yes, thanks bro",Positif
3153,"hi arishna, let's check the service details",Netral
3154,the one using xlhome,Netral
3155,"new package, friend, save it, just wa indihomejogja indihomeyogya indihomediy jogja jigjahits icj jogjaku krjogja tribunjogja wifikampung xlhome citranet biznet",Positif
3156,"it's funny, the village where I live, the city is different, the house block can't access xlhome indihome, the slot is finished, the gmedia net arrives across the road not yet available using an antenna",Positif
3157,xlhome mention here,Netral
3158,promo xlhome mbps rp normal rp vat don't gas imagine rb mbps netfiix fast gaming mbps provider interested in chat check the covered area below,Positif
3159,"I don't know if xlhome wgwg shows up, it's good, just try it for fun, the myrep office is installed at home, yes, it doesn't work, the office uses wifi",Positif
3160,"Indeed, indihome promo mulu w already rented out, just subscribe to chat mulu xlhome it's good to know the name wkwk, try to check in, it's not big, myrep office is alley at home w but the net doesn't come in at all",Positif
3161,wgwgwgwg didn't try xlhome w make indi complained about twider knowing that tel cs offered a promo,Negatif
3162,"listen to hysterical voices, happy wallets see hysteria promo, pay bills xl home, get a discount of Rp. Thousands, let's pay xl home, blibli, don't forget to enter the voucher code xlhome-blibli, okay?",Positif
3163,hi gelz kait layan xlhome fiber thanks dian,Positif
3164,Why is xlhome using the error of Anjim?,Netral
3165,I'm using xlhome the moon net is really super,Positif
3166,"Estimated finish reporting, just waiting for the bill for a week, when the bill was wrong, the bill was due, it was due to report that the internet process was dead, it was wrong, like gin xlhome",Negatif
3167,"hi brandy, let's check the area directly",Positif
3168,"Gosh, I'm aware of the difference between using xlhome and using puffin, is it safe?",Positif
3169,hi hero let's check,Netral
3170,hallo area of xl home,Netral
3171,"Biznet dabes, yes, bomb xixi xlhome also knows concat",Netral
3172,bill xlhome rb info hahahahaha,Positif
3173,xlhome fiber makassar,Netral
3174,"the banjarbaru provider who won indihome xlhome has entered banjarbaru, that's the area",Netral
3175,"hi rose xlhome, this is an effort to widen the net area, let's check the details of the area covered",Positif
3176,Also the technician clearly says speed but don't worry like stupid people just have a quality xlhome,Negatif
3177,"xlhome if you pray at night, I'm really surprised",Positif
3178,"good evening admin, subscribe to xlhome in Makassar with id no internet connection, the home net is on the router, the internet light goes out, it doesn't work, please be nice, tq admin",Positif
3179,"it's pretty good, just open the cable jogja, try checking the xlhome web",Positif
3180,hahaha it's still not stable until noon xlhome xlhomelemot xlhomedown,Positif
3181,"hi rose, serve xlhome fiber, the limit is fup, let's check",Positif
3182,"want to install xlhome wifi, contact the sales in a used area",Netral
3183,I installed xlhome co installed repeater,Netral
3184,lg xlhome signal is great,Positif
3185,"The xlhome internet network is slow, report the complaint",Negatif
3186,xlhome sales contact please dm thank you,Netral
3187,"hi sarah, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
3188,hi rintaerene kait layan xlhome fiber via dm ya thanks dian,Positif
3189,"oh well, what about the other ones, just change the citranet po xlhome wkwkww",Negatif
3190,rumah gw bom xl home wifi republic ajg take me back to my old komplek plus,Positif
3191,"xlhome twitter is gone, sis",Netral
3192,pay subscriptions xl home easy bank atm internet banking jg indomaret alfamart gotagihan gojek no cash safe xlhomejogja xlhome wifixlhomejogja internetxlhomejogja,Positif
3193,"The customer service call xl home doesn't pick up, look for the google number",Netral
3194,"hi sis, the net of the jackal ps colombo is the width of the net for social media info ig id",Positif
3195,"wal xl home, is there more trouble yo week",Positif
3196,xlhome drkmrn the signal is really bad,Negatif
3197,v,Netral
3198,"please help input data, thank you for connecting cs, complaining naturally, try restarting the modem, hope it's fun",Positif
3199,up,Netral
3200,"Min, how do I buy an xl home quota on myxl apps, I don't select it",Netral
3201,xlhome really got it din,Positif
3202,"sorry jb xlhome inj how much is the installation fee, the quota limit",Negatif
3203,cobain xlhome fuk,Netral
3204,just ask if my house is covered if you haven't submitted your house address on the xlhome website,Netral
3205,I'll try to check the Bali Fiber CBN XL Home,Netral
3206,"care already using the postpaid xl, sis xlhome is ready",Positif
3207,xlhome mbps is it stable or not,Netral
3208,like dm ha nanny hlnome,Netral
3209,buffer teross xlhome enter replace,Netral
3210,"hi arfan, hooks to serve xlhome fiber via dm, thanks dian",Positif
3211,hi ahmad kait service xlhome fiber via dm yes thanks dian,Positif
3212,"xl home is bad, how come the customer service axis is cheating, you don't pay attention to those who use xlhome, think this time",Negatif
3213,"if you don't open the trading site, ask xl home, if the vpn is difficult to access, of course there is a limit on access to the trading info site",Negatif
3214,xl home mbps dan aja indihome jutaan,Netral
3215,under indihome xlhome is great,Positif
3216,should not try xlhome but here is the cable,Netral
3217,xlhome siii aq,Netral
3218,wal better indihome xlhome,Positif
3219,contact xlhome technician dm please,Netral
3220,"Here's the first media ogut, there's already a problem with the network, why is it that complex people have transferred to myrepublic xlhome, soon Biznet will join in",Negatif
3221,"Min, the grip area is covered by the jackal km",Netral
3222,td you bet xlhome points,Netral
3223,and xlhome,Netral
3224,hi arfan let's check,Netral
3225,house,Netral
3226,"friends, want to install Biznet, refuse developers",Netral
3227,xlhome stable bre,Netral
3228,"check the location has been covered by the xlhome net, please info wa point on the location map",Netral
3229,xlhome kena los nih inside,Netral
3230,the xl home package is fast,Positif
3231,pretty good xlhome rb's never told to restart the router,Positif
3232,"hi nurat, sorry for the inconvenience, the connection to the xlhome fiber service via dm, thanks dian",Negatif
3233,"hi achmad, let's dm directly about playing xlhome fiber, please visit",Positif
3234,"the sales contact, bro, looks good, myrepublic biznet sm xlhome cover, bogor, remote areas, wow, I use a lot of first media sm indihome",Positif
3235,It's xlhome bro,Netral
3236,xlhome lgbtq ally,Netral
3237,access friend's location,Netral
3238,sales cro xl home city of makassar sales of makassar xlhome marketing jakarta indonesia surabaya business bandung bal eater jobs bal eater field taste of the people semarang buzzfeast sulawesi vacancieskerjakarta palembang jktfoodbang malaysia huffposttaste jogja,Netral
3239,"hi rose, thank you for supporting play xlhome fiber, please connect, thanks adi",Positif
3240,"hi qi free internet, let's subscribe to xlhome info visit the website",Positif
3241,I think my area is advancing. Pole Biznet xlhome just arrived,Netral
3242,xlhome coy bpn already,Netral
3243,"night xlhome sales, it's annoying to pay, send proof of payment",Negatif
3244,xlhome lh,Netral
3245,nice xlhome ndri,Positif
3246,"xlhome wifi is stable, my net is changing, my house is xlhome, I'm reaching it",Netral
3247,hi rose really just subscribe to xlhome directly on the website,Positif
3248,xlhome so far so good netflix an kepyur,Positif
3249,hi skidi let's check,Netral
3250,hi doel kait layan xlhome fiber via dm ya thanks dian,Positif
3251,hi luthfi kait layan xlhome fiber via dm ya thanks dian,Positif
3252,hi debby kait layan xlhome fiber via dm ya thanks dian,Positif
3253,"Hi Arif, sorry for the inconvenience, the Xlhome fiber service hook via DM, thanks Dian",Negatif
3254,"hi, got the xlhome fiber service hook via dm, thanks dian",Positif
3255,"xl home, you make the night difficult",Negatif
3256,salhome halllouwv fringe kah,Netral
3257,xlhome doesn't access min,Netral
3258,xlhome lg lot euy,Netral
3259,I'm just xlhome like asu,Netral
3260,My xlhome wifi is dead at dawn until now please help,Negatif
3261,really xlhome wifi turns off at dawn until lol,Positif
3262,anjir gin replaces biznet isp bomb enters xlhome enters myrepublic patch panel full of oxygen enters bal fiber enters first media worse than indihome,Positif
3263,saturday internet change xlhome let's test match,Netral
3264,"hi doel, sorry for the inconvenience, thanks for the xlhome fiber service via dm, thanks dian",Negatif
3265,hi aria kait layan xlhome fiber via dm ya thanks dian,Positif
3266,hi ritzky kait layan xlhome fiber via dm ya thanks dian,Positif
3267,regret changing direction from firstmedia xlhome,Netral
3268,let's try xlhome,Netral
3269,hadeh xlhome great ping anjerr rto,Positif
3270,"Sorry, min, trouble with the xl home connection, at the Bekasi Timur area, Mustika Jaya, please let me know, thanks",Negatif
